REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
m02662c	oxalosuccinate[Cytosol]	1.2702	0.102	1	13.0856	0
m02662p	oxalosuccinate[Peroxisome]	1.2702	0.102	1	13.0856	0
m02971c	tetracosanoyl-CoA[Cytosol]	1.2653	0.10288	13	7.9479	6.1867
m02661c	oxalate[Cytosol]	1.2565	0.10446	4	9.5188	5.2636
m02978c	tetrahydrobiopterin[Cytosol]	1.2413	0.10724	3	9.9962	11.2089
m02124c	histamine[Cytosol]	1.2371	0.10802	4	9.4647	9.7301
m01802m	FAD[Mitochondria]	1.2263	0.11004	30	7.23	6.0785
m01803m	FADH2[Mitochondria]	1.2263	0.11004	30	7.23	6.0785
m01986m	glycine[Mitochondria]	1.2256	0.11018	9	8.2563	6.0881
m00529c	1D-myo-inositol-3-phosphate[Cytosol]	1.2223	0.11079	2	10.7714	8.2763
m02476c	methylimidazole-acetaldehyde[Cytosol]	1.2204	0.11116	4	9.4179	2.8775
m01044m	5,10-methenyl-THF[Mitochondria]	1.2152	0.11214	3	9.9121	8.1229
m01828c	FMN[Cytosol]	1.2146	0.11227	4	9.4017	5.9548
m02623c	N-pantothenoylcysteine[Cytosol]	1.2115	0.11285	3	9.9	4.8702
m02679c	pantetheine[Cytosol]	1.2115	0.11285	3	9.9	4.8702
m00075p	(2R)-pristanoyl-CoA[Peroxisome]	1.2084	0.11346	5	8.9983	7.781
m00728c	3,4-dihydroxyphenylacetaldehyde[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m00729c	3,4-dihydroxyphenylacetate[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m00818c	3-methoxy-4-hydroxyphenylacetaldehyde[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m00820c	3-methoxy-4-hydroxyphenylglycolaldehyde[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m01003c	4-hydroxyphenylacetate[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m02137c	homovanillate[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m02477c	methylimidazoleacetic acid[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m02719m	phenylacetaldehyde[Mitochondria]	1.2083	0.11346	2	10.7165	2.0259
m02720m	phenylacetate[Mitochondria]	1.2083	0.11346	2	10.7165	2.0259
m02841c	ribitol[Cytosol]	1.2083	0.11346	2	10.7165	2.0259
m02578s	NH3[Extracellular]	1.2076	0.11361	2	10.7136	8.2162
m02724s	phenylalanine[Extracellular]	1.1991	0.11524	6	8.6911	6.7412
m00081m	(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00082m	(3S)-3-hydroxydodec-cis-6-enoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00083m	(3S)-3-hydroxylinoleoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00170m	(S)-3-hydroxy-11-cis-octadecenoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00171m	(S)-3-hydroxy-2-methylbutyryl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00172m	(S)-3-hydroxy-7-hexadecenoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00173m	(S)-3-hydroxybutyryl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00174m	(S)-3-hydroxydodecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00175m	(S)-3-hydroxyhexadecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00176m	(S)-3-hydroxyoleyleoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00177m	(S)-3-hydroxypalmitoleoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00178m	(S)-3-hydroxytetradecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00181m	(S)-hydroxydecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00182m	(S)-hydroxyhexanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00183m	(S)-hydroxyoctanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00696m	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00697m	3(S)-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00700m	3(S)-hydroxy-11-cis-eicosenoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00701m	3(S)-hydroxy-13-cis-docosenoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00702m	3(S)-hydroxy-13-cis-eicosenoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00710m	3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00776m	3-hydroxydocosanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00777m	3-hydroxyeicosanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00778m	3-hydroxyheneicosanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00780m	3-hydroxyheptadecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00782m	3-hydroxyheptanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00790m	3-hydroxynonadecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00792m	3-hydroxynonanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00793m	3-hydroxyoctadecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00795m	3-hydroxypentadecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00797m	3-hydroxypentanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00804m	3-hydroxytridecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m00806m	3-hydroxyundecanoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m01573m	cis-(3S)-hydroxytetradec-5-enoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m01574m	cis-(3S)-hydroxytetradec-7-enoyl-CoA[Mitochondria]	1.1938	0.11627	4	9.3438	7.5261
m01587m	citrate[Mitochondria]	1.1936	0.11633	5	8.9615	4.8397
m03099c	tyramine[Cytosol]	1.1908	0.11687	6	8.6722	6.8881
m01182r	7alpha-hydroxycholest-4-en-3-one[Endoplasmic reticulum]	1.1889	0.11725	2	10.6403	5.7004
m02426c	lysine[Cytosol]	1.1821	0.11858	6	8.6526	6.1349
m00309c	12(S)-HPETE[Cytosol]	1.1791	0.11917	7	8.4645	7.4628
m00309p	12(S)-HPETE[Peroxisome]	1.1791	0.11917	7	8.4645	7.4628
m00309r	12(S)-HPETE[Endoplasmic reticulum]	1.1791	0.11917	7	8.4645	7.4628
m00336c	13(S)-HODE[Cytosol]	1.1791	0.11917	7	8.4645	7.4628
m02096p	hepoxilin A3[Peroxisome]	1.1791	0.11917	7	8.4645	7.4628
m01196c	7-hydroxymethyl-12-methylbenz[a]anthracene[Cytosol]	1.176	0.11979	4	9.2941	6.0525
m00436c	1-acylglycerol-3P-10,13,16,19-doco[Cytosol]	1.1711	0.12077	1	12.532	0
m00437c	1-acylglycerol-3P-10,13,16-docosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00438c	1-acylglycerol-3P-10-heptade[Cytosol]	1.1711	0.12077	1	12.532	0
m00439c	1-acylglycerol-3P-11,14,17-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00440c	1-acylglycerol-3P-11,14-eicosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00441c	1-acylglycerol-3P-11-docose[Cytosol]	1.1711	0.12077	1	12.532	0
m00442c	1-acylglycerol-3P-11-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00443c	1-acylglycerol-3P-12,15,18,21-tetra[Cytosol]	1.1711	0.12077	1	12.532	0
m00444c	1-acylglycerol-3P-13,16,19-doco[Cytosol]	1.1711	0.12077	1	12.532	0
m00445c	1-acylglycerol-3P-13,16-docosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00446c	1-acylglycerol-3P-13-docose[Cytosol]	1.1711	0.12077	1	12.532	0
m00447c	1-acylglycerol-3P-13-eicose[Cytosol]	1.1711	0.12077	1	12.532	0
m00448c	1-acylglycerol-3P-13-octade[Cytosol]	1.1711	0.12077	1	12.532	0
m00449c	1-acylglycerol-3P-15-tetra[Cytosol]	1.1711	0.12077	1	12.532	0
m00450c	1-acylglycerol-3P-4,7,10,13,16,19-doco[Cytosol]	1.1711	0.12077	1	12.532	0
m00451c	1-acylglycerol-3P-4,7,10,13,16-docosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00452c	1-acylglycerol-3P-5,8,11,14,17-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00453c	1-acylglycerol-3P-5,8,11-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00454c	1-acylglycerol-3P-5-tetrade[Cytosol]	1.1711	0.12077	1	12.532	0
m00455c	1-acylglycerol-3P-6,9,12,15,18,21-tetra[Cytosol]	1.1711	0.12077	1	12.532	0
m00456c	1-acylglycerol-3P-6,9,12,15,18-tetraco[Cytosol]	1.1711	0.12077	1	12.532	0
m00457c	1-acylglycerol-3P-6,9,12,15-octa[Cytosol]	1.1711	0.12077	1	12.532	0
m00458c	1-acylglycerol-3P-6,9-octa[Cytosol]	1.1711	0.12077	1	12.532	0
m00459c	1-acylglycerol-3P-7,10,13,16,19-docosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00460c	1-acylglycerol-3P-7,10,13,16-docosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00461c	1-acylglycerol-3P-7-hexade[Cytosol]	1.1711	0.12077	1	12.532	0
m00462c	1-acylglycerol-3P-7-octade[Cytosol]	1.1711	0.12077	1	12.532	0
m00463c	1-acylglycerol-3P-7-tetrade[Cytosol]	1.1711	0.12077	1	12.532	0
m00464c	1-acylglycerol-3P-8,11,14,17-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00465c	1-acylglycerol-3P-8,11-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00466c	1-acylglycerol-3P-9,12,15,18,21-tetra[Cytosol]	1.1711	0.12077	1	12.532	0
m00467c	1-acylglycerol-3P-9,12,15,18-tetraco[Cytosol]	1.1711	0.12077	1	12.532	0
m00468c	1-acylglycerol-3P-9-eicose[Cytosol]	1.1711	0.12077	1	12.532	0
m00469c	1-acylglycerol-3P-9-heptade[Cytosol]	1.1711	0.12077	1	12.532	0
m00470c	1-acylglycerol-3P-9-octade[Cytosol]	1.1711	0.12077	1	12.532	0
m00471c	1-acylglycerol-3P-9-tetrade[Cytosol]	1.1711	0.12077	1	12.532	0
m00472c	1-acylglycerol-3P-arach[Cytosol]	1.1711	0.12077	1	12.532	0
m00474c	1-acylglycerol-3P-cis-vac[Cytosol]	1.1711	0.12077	1	12.532	0
m00476c	1-acylglycerol-3P-dihomo-gamma[Cytosol]	1.1711	0.12077	1	12.532	0
m00477c	1-acylglycerol-3P-docosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00478c	1-acylglycerol-3P-eico[Cytosol]	1.1711	0.12077	1	12.532	0
m00479c	1-acylglycerol-3P-gamma-lin[Cytosol]	1.1711	0.12077	1	12.532	0
m00480c	1-acylglycerol-3P-heneico[Cytosol]	1.1711	0.12077	1	12.532	0
m00481c	1-acylglycerol-3P-heptade[Cytosol]	1.1711	0.12077	1	12.532	0
m00482c	1-acylglycerol-3P-hexacosa[Cytosol]	1.1711	0.12077	1	12.532	0
m00483c	1-acylglycerol-3P-hexecose[Cytosol]	1.1711	0.12077	1	12.532	0
m00484c	1-acylglycerol-3P-laur[Cytosol]	1.1711	0.12077	1	12.532	0
m00491c	1-acylglycerol-3P-lin[Cytosol]	1.1711	0.12077	1	12.532	0
m00492c	1-acylglycerol-3P-linolen[Cytosol]	1.1711	0.12077	1	12.532	0
m00493c	1-acylglycerol-3P-myrist[Cytosol]	1.1711	0.12077	1	12.532	0
m00494c	1-acylglycerol-3P-nanode[Cytosol]	1.1711	0.12077	1	12.532	0
m00495c	1-acylglycerol-3P-ol[Cytosol]	1.1711	0.12077	1	12.532	0
m00496c	1-acylglycerol-3P-palm[Cytosol]	1.1711	0.12077	1	12.532	0
m00497c	1-acylglycerol-3P-palmn[Cytosol]	1.1711	0.12077	1	12.532	0
m00498c	1-acylglycerol-3P-pentade[Cytosol]	1.1711	0.12077	1	12.532	0
m00499c	1-acylglycerol-3P-stea[Cytosol]	1.1711	0.12077	1	12.532	0
m00500c	1-acylglycerol-3P-tetraco[Cytosol]	1.1711	0.12077	1	12.532	0
m00501c	1-acylglycerol-3P-trico[Cytosol]	1.1711	0.12077	1	12.532	0
m00502c	1-acylglycerol-3P-tridec[Cytosol]	1.1711	0.12077	1	12.532	0
m00072m	(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA[Mitochondria]	1.1657	0.12187	4	9.2653	5.4879
m00678m	2-trans-4-cis-decadienoyl-CoA[Mitochondria]	1.1657	0.12187	4	9.2653	5.4879
m00682m	2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA[Mitochondria]	1.1657	0.12187	4	9.2653	5.4879
m01365s	arginine[Extracellular]	1.1551	0.12403	2	10.5079	5.5098
m02658s	ornithine[Extracellular]	1.1551	0.12403	2	10.5079	5.5098
m01074c	5-aminolevulinate[Cytosol]	1.1467	0.12574	1	12.3957	0
m01453r	cholesterol-ester-10,13,16-docosa[Endoplasmic reticulum]	1.1345	0.12828	4	9.1782	4.8459
m01464r	cholesterol-ester-13-octade[Endoplasmic reticulum]	1.1345	0.12828	4	9.1782	4.8459
m01472r	cholesterol-ester-6,9,12,15,18-tetraco[Endoplasmic reticulum]	1.1345	0.12828	4	9.1782	4.8459
m01483r	cholesterol-ester-9,12,15,18-tetraco[Endoplasmic reticulum]	1.1345	0.12828	4	9.1782	4.8459
m01668n	deoxycytidine[Nucleus]	1.1328	0.12865	3	9.6464	4.8254
m01787r	estradiol-17beta[Endoplasmic reticulum]	1.1317	0.12889	14	7.6797	4.9025
m00662m	2-methylacetoacetyl-CoA[Mitochondria]	1.1312	0.12899	4	9.1689	7.3458
m00163m	(R)-4-phosphopantothenoyl-cysteine[Mitochondria]	1.1289	0.12948	2	10.4052	6.7754
m02623m	N-pantothenoylcysteine[Mitochondria]	1.1289	0.12948	2	10.4052	6.7754
m02679m	pantetheine[Mitochondria]	1.1289	0.12948	2	10.4052	6.7754
m02741m	phosphopantetheine[Mitochondria]	1.1289	0.12948	2	10.4052	6.7754
m00025c	(15Z)-tetracosenoyl-CoA[Cytosol]	1.1244	0.13041	10	7.9855	6.5333
m01159s	6-deoxy-L-galactose[Extracellular]	1.1147	0.13249	1	12.2166	0
m02237s	keratan sulfate I, degradation product 1[Extracellular]	1.1147	0.13249	1	12.2166	0
m02278s	keratan sulfate I[Extracellular]	1.1147	0.13249	1	12.2166	0
m01666s	deoxyadenosine[Extracellular]	1.1136	0.13274	3	9.5844	4.9268
m01668s	deoxycytidine[Extracellular]	1.1136	0.13274	3	9.5844	4.9268
m01673s	deoxyuridine[Extracellular]	1.1136	0.13274	3	9.5844	4.9268
m02996s	thymidine[Extracellular]	1.1136	0.13274	3	9.5844	4.9268
m00036m	(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[Mitochondria]	1.1115	0.13318	4	9.1139	7.4634
m01809c	fatty acid-LD-PE pool[Cytosol]	1.1104	0.1334	16	7.5435	7.9466
m02834c	retinol[Cytosol]	1.1032	0.13498	6	8.4738	8.6978
m00091m	(4Z,7Z,10Z)-hexadecatrienoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m00980m	4-cis-decenoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m01576m	cis,cis-myristo-5,8-dienoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m01577m	cis,cis-palmito-7,10-dienoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m01650m	decanoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m02107m	heptanoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m02616m	nonanoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m03116m	undecanoyl-CoA[Mitochondria]	1.0981	0.13607	5	8.7236	5.0189
m00505c	1-acylglycerol-LD-PE pool[Cytosol]	1.097	0.13632	7	8.2918	8.0964
m01810c	fatty acid-LD-PI pool[Cytosol]	1.097	0.13632	7	8.2918	8.0964
m01961c	glucono-1,5-lactone-6-phosphate[Cytosol]	1.0948	0.1368	3	9.524	2.0996
m01961r	glucono-1,5-lactone-6-phosphate[Endoplasmic reticulum]	1.0948	0.1368	3	9.524	2.0996
m00018c	(13Z)-eicosenoyl-CoA[Cytosol]	1.0885	0.13819	10	7.9221	6.5731
m02843c	ribose[Cytosol]	1.0715	0.14197	4	9.0022	2.7545
m00913m	3-phospho-D-glycerate[Mitochondria]	1.0686	0.14262	1	11.9592	0
m02644p	octanoyl-CoA[Peroxisome]	1.067	0.14298	4	8.9898	7.9456
m02337c	L-arabinose[Cytosol]	1.0514	0.14654	3	9.3841	4.7401
m02338c	L-arabitol[Cytosol]	1.0514	0.14654	3	9.3841	4.7401
m00614p	25(R)DHCA-CoA[Peroxisome]	1.051	0.14663	3	9.3829	9.8628
m01976m	glutamyl-5-phosphate[Mitochondria]	1.0467	0.14763	1	11.8365	0
m02049m	heme[Mitochondria]	1.0299	0.15152	2	10.0175	0.095208
m02803m	protoporphyrin[Mitochondria]	1.0299	0.15152	2	10.0175	0.095208
m02170s	inosine[Extracellular]	1.026	0.15245	3	9.3023	5.3919
m02039c	H+[Cytosol]	1.0214	0.15352	348	6.2943	5.7351
m01002c	4-hydroxyphenylacetaldehyde[Cytosol]	1.0145	0.15517	5	8.5151	3.2071
m02719c	phenylacetaldehyde[Cytosol]	1.0145	0.15517	5	8.5151	3.2071
m01758s	D-xylose[Extracellular]	1.0046	0.15754	1	11.6017	0
m02450c	maltose[Cytosol]	1.0046	0.15754	1	11.6017	0
m02450s	maltose[Extracellular]	1.0046	0.15754	1	11.6017	0
m02772m	propanoate[Mitochondria]	1.0008	0.15845	5	8.481	4.6983
m01790c	estrone[Cytosol]	1.0006	0.1585	16	7.3902	4.6772
m01755m	dUMP[Mitochondria]	0.99899	0.1589	3	9.2153	7.5412
m02579s	NH4+[Extracellular]	0.99771	0.15921	2	9.8912	9.3792
m01965r	glucose[Endoplasmic reticulum]	0.9968	0.15943	4	8.7937	2.7354
m02122m	hexanoyl-CoA[Mitochondria]	0.9947	0.15994	4	8.7878	5.7668
m02694m	pentanoyl-CoA[Mitochondria]	0.9947	0.15994	4	8.7878	5.7668
m00558c	1-pyrroline-2-carboxylate[Cytosol]	0.9885	0.16145	1	11.5116	0
m02578p	NH3[Peroxisome]	0.9885	0.16145	1	11.5116	0
m01673c	deoxyuridine[Cytosol]	0.9884	0.16148	5	8.45	5.1896
m02601c	N-methylhistamine[Cytosol]	0.98004	0.16353	3	9.1542	3.1951
m02426m	lysine[Mitochondria]	0.97422	0.16497	2	9.7992	0.95234
m01066c	5alpha-cholesta-7,24-dien-3beta-ol[Cytosol]	0.96644	0.16691	3	9.1104	5.4882
m02343c	lathosterol[Cytosol]	0.96644	0.16691	3	9.1104	5.4882
m01042c	5(S)-HPETE[Cytosol]	0.96502	0.16727	8	7.8893	7.0982
m01831p	formaldehyde[Peroxisome]	0.96327	0.16771	1	11.3706	0
m02880p	sarcosine[Peroxisome]	0.96327	0.16771	1	11.3706	0
m03155c	xylitol[Cytosol]	0.96046	0.16841	3	9.0912	3.9628
m00649c	2-hydroxyestradiol-17beta[Cytosol]	0.95	0.17106	9	7.7456	4.693
m00826m	3-methylcrotonyl-CoA[Mitochondria]	0.94784	0.1716	6	8.1219	5.1429
m02374m	L-glutamate 5-semialdehyde[Mitochondria]	0.9463	0.172	3	9.0455	2.7719
m00236c	1,2-diacylglycerol-LD-PE pool[Cytosol]	0.94481	0.17238	9	7.736	7.2567
m00239c	1,2-diacylglycerol-LD-SM pool[Cytosol]	0.94481	0.17238	9	7.736	7.2567
m01996c	glycogenin[Cytosol]	0.94035	0.17352	3	9.0264	5.8729
m01428c	CDP-ethanolamine[Cytosol]	0.94035	0.17352	2	9.6664	12.9272
m00337c	13(S)-HPODE[Cytosol]	0.93544	0.17478	8	7.8312	7.1376
m01698c	dihydrobiopterin[Cytosol]	0.93419	0.1751	4	8.6188	9.6255
m01108c	5-hydroxy-N-formylkynurenine[Cytosol]	0.90327	0.18319	1	11.0355	0
m02999m	tiglyl-CoA[Mitochondria]	0.90031	0.18398	4	8.5243	6.5249
m01009c	4-imidazolone-5-propanoate[Cytosol]	0.90013	0.18402	2	9.5089	1.1572
m02644m	octanoyl-CoA[Mitochondria]	0.89631	0.18504	6	8.0051	4.8217
m02393m	lipoamide[Mitochondria]	0.89287	0.18596	11	7.4989	5.9092
m01257m	acetyl adenylate[Mitochondria]	0.88996	0.18674	2	9.469	3.1544
m02775m	propinol adenylate[Mitochondria]	0.88996	0.18674	2	9.469	3.1544
m01173c	7,12-dimethylbenz[a]anthracene 5,6-oxide[Cytosol]	0.8852	0.18802	4	8.4821	4.6325
m03032c	trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[Cytosol]	0.8852	0.18802	4	8.4821	4.6325
m01280s	adenosine[Extracellular]	0.87984	0.18947	5	8.1794	4.4204
m02658c	ornithine[Cytosol]	0.87572	0.19059	5	8.1691	5.5207
m00039m	(2E)-decenoyl-CoA[Mitochondria]	0.86988	0.19218	6	7.9453	5.3097
m03009m	trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[Mitochondria]	0.86988	0.19218	6	7.9453	5.3097
m00834m	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00840m	3-oxo-11-cis-eicosenoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00841m	3-oxo-11-cis-octadecenoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00842m	3-oxo-13cis-docosenoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00843m	3-oxo-13-cis-eicosenoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00849m	3-oxo-7-hexadecenoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00854m	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00855m	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00858m	3-oxodecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00859m	3-oxo-dihomo-gamma-linolenoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00866m	3-oxodocosanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00868m	3-oxododecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00872m	3-oxoeicosanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00873m	3-oxoheneicosanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00875m	3-oxoheptadecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00877m	3-oxoheptanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00882m	3-oxohexanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00883m	3-oxolaur-6-cis-enoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00884m	3-oxolinoleoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00885m	3-oxomyrist-5-enoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00886m	3-oxomyrist-7-enoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00887m	3-oxononadecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00889m	3-oxononanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00890m	3-oxooctadecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00892m	3-oxooctanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00893m	3-oxooleoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00894m	3-oxopalmitoleoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00895m	3-oxopalmitoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00897m	3-oxopentadecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00899m	3-oxopentanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00906m	3-oxotetradecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00909m	3-oxotridecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m00911m	3-oxoundecanoyl-CoA[Mitochondria]	0.86974	0.19222	5	8.1542	6.7541
m02468m	methacrylyl-CoA[Mitochondria]	0.86961	0.19226	2	9.3892	9.9665
m01843c	fructose-2,6-bisphosphate[Cytosol]	0.86657	0.19309	1	10.8304	0
m00328c	12-oxo-10,11-dihydro-20-COOH-LTB4[Cytosol]	0.86648	0.19311	2	9.377	0.33595
m00328r	12-oxo-10,11-dihydro-20-COOH-LTB4[Endoplasmic reticulum]	0.86648	0.19311	2	9.377	0.33595
m00329c	12-oxo-20-carboxy-LTB4[Cytosol]	0.86648	0.19311	2	9.377	0.33595
m00329r	12-oxo-20-carboxy-LTB4[Endoplasmic reticulum]	0.86648	0.19311	2	9.377	0.33595
m00334c	12-oxoETE[Cytosol]	0.86648	0.19311	2	9.377	0.33595
m01126c	5-oxo-ETE[Cytosol]	0.86648	0.19311	2	9.377	0.33595
m01671c	deoxyinosine[Cytosol]	0.86261	0.19418	3	8.7759	6.2691
m01420m	carbamoyl-phosphate[Mitochondria]	0.86109	0.1946	2	9.3558	4.7061
m00016m	(13Z)-docosenoyl-CoA[Mitochondria]	0.86053	0.19475	4	8.4132	5.9386
m00018m	(13Z)-eicosenoyl-CoA[Mitochondria]	0.86053	0.19475	4	8.4132	5.9386
m01697m	dihomo-gamma-linolenoyl-CoA[Mitochondria]	0.86053	0.19475	4	8.4132	5.9386
m01725m	docosanoyl-CoA[Mitochondria]	0.86053	0.19475	4	8.4132	5.9386
m02052m	heneicosanoyl-CoA[Mitochondria]	0.86053	0.19475	4	8.4132	5.9386
m02391m	linoleoyl-CoA[Mitochondria]	0.86053	0.19475	4	8.4132	5.9386
m01306c	AKG[Cytosol]	0.85048	0.19753	22	7.0065	8.1585
m01812c	fatty acid-LD-SM pool[Cytosol]	0.84448	0.1992	8	7.6524	7.6803
